CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10183,2933.240476,1.00000,0.00,0.00,0.00,2040.43,0.00000,0.00000,0.00000,0.58333,13,0,3000.00,2431.58,1739.75,0.00000,12
C10184,336.799916,1.00000,3535.80,1614.70,1921.10,0.00,1.00000,0.41667,0.91667,0.00000,0,44,20000.00,2814.23,186.23,1.00000,12
C10185,36.236312,0.45455,256.11,0.00,256.11,0.00,0.41667,0.00000,0.41667,0.00000,0,5,5300.00,831.38,189.04,0.16667,12
C10186,903.297810,1.00000,2697.48,150.50,2546.98,0.00,1.00000,0.33333,1.00000,0.00000,0,39,2500.00,1686.20,303.36,0.00000,12
C10187,0.000000,0.00000,23.00,0.00,23.00,0.00,0.08333,0.00000,0.08333,0.00000,0,1,5000.00,0.00,,0.00000,12
C10188,2881.253586,1.00000,117.00,0.00,117.00,17661.49,0.25000,0.00000,0.16667,0.75000,28,3,4500.00,17301.83,931.62,0.16667,12
C10189,5.465999,0.09091,196.81,173.00,23.81,0.00,0.08333,0.08333,0.08333,0.00000,0,3,12000.00,0.00,,0.00000,12
C10190,117.442684,1.00000,653.73,493.00,160.73,0.00,0.66667,0.41667,0.41667,0.00000,0,15,10000.00,441.59,136.83,0.00000,12
C10191,168.522709,0.81818,2009.05,0.00,2009.05,0.00,0.83333,0.00000,0.75000,0.00000,0,22,1200.00,2612.76,197.64,0.14286,12
C10192,1706.014379,1.00000,147.78,0.00,147.78,1657.09,0.16667,0.00000,0.16667,0.25000,4,2,6000.00,1186.06,374.60,0.00000,12
C10193,874.583247,1.00000,516.54,159.07,357.47,0.00,1.00000,0.33333,0.91667,0.00000,0,30,900.00,579.75,693.89,0.00000,12
C10194,861.001207,1.00000,969.56,969.56,0.00,446.23,0.41667,0.41667,0.00000,0.08333,1,6,2400.00,0.00,,0.00000,12
C10196,966.251742,1.00000,311.45,311.45,0.00,955.96,0.33333,0.33333,0.00000,0.08333,1,15,1500.00,277.52,286.30,0.00000,12
C10197,38.615644,0.72727,280.40,280.40,0.00,0.00,0.25000,0.25000,0.00000,0.00000,0,3,6150.00,254.39,55.80,0.09091,12
C10198,189.687964,1.00000,66.14,66.14,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,2,6000.00,0.00,,0.00000,12
C10199,40.417255,0.36364,79.20,79.20,0.00,1631.58,0.08333,0.08333,0.00000,0.08333,1,1,4000.00,1647.88,24.82,0.08333,12
C10200,5462.897068,1.00000,1453.32,0.00,1453.32,0.00,0.50000,0.00000,0.50000,0.00000,0,18,16500.00,1382.27,1755.25,0.00000,12
C10201,3983.923705,1.00000,756.54,756.54,0.00,0.00,0.50000,0.50000,0.00000,0.00000,0,15,4000.00,1110.87,1431.20,0.00000,12
C10202,5588.846272,1.00000,3507.35,603.75,2903.60,0.00,0.91667,0.16667,0.83333,0.00000,0,34,11500.00,1412.60,1825.18,0.00000,12
C10203,281.170378,0.81818,3163.69,56.80,3106.89,0.00,0.75000,0.08333,0.66667,0.00000,0,36,8000.00,2422.91,187.05,0.88889,12
C10204,130.251538,0.90909,1343.19,1082.79,260.40,0.00,1.00000,1.00000,0.58333,0.00000,0,33,15000.00,1043.56,182.43,0.54546,12
C10205,1973.814964,1.00000,873.00,873.00,0.00,0.00,0.16667,0.16667,0.00000,0.00000,0,5,8000.00,541.72,762.68,0.00000,12
C10206,5698.539876,1.00000,47.55,0.00,47.55,2039.53,0.16667,0.00000,0.16667,0.75000,14,2,6000.00,2976.58,3463.17,0.00000,12
C10207,43.103899,0.45455,370.00,370.00,0.00,0.00,0.16667,0.16667,0.00000,0.00000,0,2,23000.00,1212.05,68.73,0.00000,12
C10208,566.546048,0.90909,405.75,313.75,92.00,1044.65,0.50000,0.16667,0.41667,0.33333,6,12,2000.00,1249.84,313.05,0.00000,12
C10209,24.527253,0.90909,261.64,0.00,261.64,0.00,0.83333,0.00000,0.83333,0.00000,0,10,4000.00,376.76,169.78,0.81818,12
C10211,8350.145568,1.00000,1989.28,842.80,1146.48,893.76,0.33333,0.16667,0.16667,0.08333,2,8,14000.00,4720.90,2557.04,0.00000,12
C10212,4559.779234,1.00000,10848.50,8208.00,2640.50,0.00,1.00000,0.66667,1.00000,0.00000,0,123,7500.00,9423.72,2925.28,0.00000,12
C10213,2.677130,0.09091,43.39,0.00,43.39,0.00,0.08333,0.00000,0.08333,0.00000,0,1,4000.00,130.11,29.70,0.09091,12
C10214,1570.682346,1.00000,645.32,645.32,0.00,1665.33,0.16667,0.16667,0.00000,0.41667,9,2,1800.00,2591.39,808.22,0.00000,12
C10215,7201.736985,1.00000,987.10,862.10,125.00,5468.62,0.33333,0.33333,0.08333,0.25000,16,9,10500.00,1941.54,2391.99,0.00000,12
C10216,6467.885013,1.00000,1464.14,978.71,485.43,3947.87,0.83333,0.58333,0.66667,0.41667,10,23,11500.00,1658.56,1887.41,0.00000,12
C10217,64.080909,0.45455,927.00,600.00,327.00,0.00,0.25000,0.08333,0.16667,0.00000,0,4,5000.00,1260.16,59.04,0.22222,12
C10218,5635.860679,1.00000,393.62,153.72,239.90,5933.47,0.91667,0.91667,0.16667,0.75000,24,15,10000.00,1919.63,1731.55,0.00000,12
C10219,3670.505960,1.00000,965.50,876.13,89.37,0.00,0.50000,0.50000,0.08333,0.00000,0,9,7500.00,1034.93,941.50,0.00000,12
C10220,2458.376257,0.81818,0.00,0.00,0.00,102.28,0.00000,0.00000,0.00000,0.08333,1,0,7500.00,4543.63,647.21,0.00000,12
C10221,768.004936,1.00000,336.41,336.41,0.00,0.00,0.75000,0.75000,0.00000,0.00000,0,9,6000.00,947.70,217.03,0.00000,12
C10222,75.647479,0.72727,540.00,0.00,540.00,0.00,0.25000,0.00000,0.16667,0.00000,0,3,4000.00,548.97,48.66,0.00000,12
C10223,2.433254,0.18182,36.00,0.00,36.00,0.00,0.16667,0.00000,0.08333,0.00000,0,2,7500.00,0.00,,0.00000,12
C10224,1121.730896,1.00000,878.52,103.10,775.42,197.65,1.00000,0.16667,0.91667,0.08333,1,39,1500.00,542.84,471.50,0.00000,12
C10226,7.568090,0.54546,144.26,67.08,77.18,0.00,0.33333,0.08333,0.16667,0.00000,0,7,11500.00,134.71,75.52,0.11111,12
C10227,2053.441598,1.00000,493.85,441.35,52.50,1738.33,0.50000,0.33333,0.25000,0.83333,16,10,2000.00,2795.06,2661.32,0.00000,12
C10228,2422.311938,1.00000,4490.69,3456.25,1034.44,188.78,1.00000,0.91667,1.00000,0.08333,1,52,8500.00,5763.67,582.59,0.00000,12
C10229,9047.621884,1.00000,11188.62,6099.16,5089.46,0.00,1.00000,0.75000,1.00000,0.00000,0,151,10000.00,11994.42,8517.26,0.00000,12
C10230,3061.213971,1.00000,1829.20,1792.70,36.50,0.00,1.00000,1.00000,0.08333,0.00000,0,17,7000.00,971.23,985.95,0.00000,12
C10231,41.642389,0.85714,75.99,75.99,0.00,0.00,0.14286,0.14286,0.00000,0.00000,0,1,2700.00,69.16,99.40,0.00000,7
C10232,5431.622968,1.00000,1824.16,1598.56,225.60,0.00,1.00000,0.91667,0.75000,0.00000,0,23,14500.00,1508.02,1370.52,0.00000,12
C10233,6571.484039,1.00000,9325.22,9325.22,0.00,0.00,0.33333,0.33333,0.00000,0.00000,0,5,8500.00,11036.73,1824.68,0.00000,12
C10234,28.461629,1.00000,100.00,100.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,4000.00,125.77,104.86,0.00000,12
C10235,4178.625215,1.00000,1431.89,430.69,1001.20,0.00,1.00000,0.41667,0.83333,0.00000,0,39,4000.00,2384.54,3868.71,0.00000,12
C10236,3019.019487,1.00000,2260.41,1356.33,904.08,0.00,0.83333,0.41667,0.75000,0.00000,0,25,8500.00,2187.93,739.22,0.00000,12
C10237,1.045584,0.33333,0.00,0.00,0.00,466.64,0.00000,0.00000,0.00000,0.11111,1,0,1200.00,1068.58,25.54,0.50000,9
C10238,2723.369217,0.90909,10410.49,1158.84,9251.65,0.00,0.75000,0.66667,0.58333,0.00000,0,41,19500.00,9695.65,726.70,0.36364,12
C10239,1070.999446,1.00000,990.70,482.00,508.70,0.00,0.75000,0.25000,0.58333,0.00000,0,13,1400.00,505.32,438.32,0.00000,12
C10240,279.608696,1.00000,3034.92,0.00,3034.92,0.00,1.00000,0.00000,1.00000,0.00000,0,12,2900.00,2928.91,2733.32,0.08333,12
C10241,1255.901821,1.00000,1038.81,1038.81,0.00,1092.63,0.91667,0.91667,0.00000,0.08333,1,21,5700.00,1215.45,422.33,0.00000,12
C10242,2229.857287,1.00000,45.65,45.65,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,2500.00,542.75,628.21,0.00000,12
C10243,2363.489077,1.00000,2641.98,1386.30,1255.68,263.88,0.83333,0.66667,0.75000,0.08333,1,41,3000.00,1839.93,1075.46,0.00000,12
C10244,4014.388265,1.00000,1189.52,1189.52,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,12,8000.00,0.00,,0.00000,12
C10245,7623.224897,1.00000,300.00,0.00,300.00,2800.73,0.50000,0.00000,0.41667,0.25000,3,6,12000.00,1975.97,1774.58,0.00000,12
C10246,3421.571922,1.00000,126.69,42.88,83.81,154.34,0.33333,0.08333,0.25000,0.08333,1,5,10500.00,2515.44,975.50,0.00000,12
C10247,48.898611,0.54546,247.09,0.00,247.09,182.36,0.50000,0.00000,0.41667,0.16667,3,7,5500.00,409.59,69.92,0.00000,12
C10248,1874.716289,1.00000,301.10,83.00,218.10,0.00,0.58333,0.16667,0.33333,0.00000,0,10,1950.00,586.97,1089.04,0.00000,12
C10249,3215.511032,0.81818,1112.20,1112.20,0.00,7616.06,0.25000,0.25000,0.00000,0.25000,4,4,7200.00,0.00,,0.00000,12
C10250,237.235398,0.63636,2410.07,1670.50,739.57,0.00,0.50000,0.08333,0.33333,0.00000,0,15,4000.00,3773.73,169.88,1.00000,12
C10251,1272.927288,1.00000,5350.19,4783.34,566.85,0.00,1.00000,1.00000,0.91667,0.00000,0,101,8000.00,5825.60,318.31,0.16667,12
C10252,558.476701,1.00000,630.03,630.03,0.00,0.00,0.09091,0.09091,0.00000,0.00000,0,1,5500.00,426.09,213.37,0.00000,11
C10253,2814.207626,1.00000,3197.24,2080.02,1117.22,0.00,1.00000,0.66667,1.00000,0.00000,0,49,3000.00,3574.48,1328.90,0.00000,12
C10254,8.061012,0.36364,133.00,0.00,133.00,0.00,0.25000,0.00000,0.16667,0.00000,0,3,3000.00,130.61,41.44,0.18182,12
C10255,435.862142,1.00000,1646.16,1023.42,622.74,0.00,1.00000,0.58333,0.75000,0.00000,0,33,12000.00,1055.84,236.62,0.00000,12
C10256,6.390383,1.00000,79.66,0.00,79.66,0.00,1.00000,0.00000,1.00000,0.00000,0,12,1500.00,75.90,75.97,0.00000,12
C10257,9612.215120,1.00000,319.92,0.00,319.92,13439.57,1.00000,0.00000,1.00000,0.41667,12,12,12000.00,10993.89,2501.56,0.00000,12
C10258,7938.559134,1.00000,3677.52,3543.73,133.79,0.00,1.00000,1.00000,0.50000,0.00000,0,98,12500.00,2657.86,1912.30,0.00000,12
C10259,2344.478291,1.00000,1041.63,1041.63,0.00,4003.97,0.25000,0.25000,0.00000,0.33333,6,14,4000.00,3033.67,716.70,0.00000,12
C10260,996.482220,1.00000,675.96,0.00,675.96,0.00,1.00000,0.00000,1.00000,0.00000,0,12,1000.00,1851.60,1382.29,0.08333,12
C10261,19.508047,1.00000,193.14,0.00,193.14,0.00,0.41667,0.00000,0.41667,0.00000,0,5,2000.00,220.46,71.97,0.25000,12
C10262,185.640313,1.00000,1703.23,1703.23,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,13,11500.00,1449.04,183.30,1.00000,12
C10263,5335.302925,1.00000,0.00,0.00,0.00,468.96,0.00000,0.00000,0.00000,0.16667,2,0,6000.00,1350.32,1249.94,0.00000,12
C10265,22.189283,0.36364,234.16,0.00,234.16,0.00,0.36364,0.00000,0.27273,0.00000,0,4,1500.00,479.91,149.98,0.50000,11
C10266,5.871769,0.81818,29.68,29.68,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,10000.00,76.94,75.60,0.00000,12
C10267,1049.496471,1.00000,1322.67,1096.71,225.96,774.26,0.83333,0.75000,0.41667,0.25000,6,28,11000.00,802.39,229.66,0.00000,12
C10269,5570.190127,1.00000,1607.88,0.00,1607.88,0.00,1.00000,0.00000,1.00000,0.00000,0,84,13500.00,1583.41,2216.64,0.00000,12
C10270,1668.591831,1.00000,0.00,0.00,0.00,1716.94,0.00000,0.00000,0.00000,0.16667,5,0,1800.00,2166.98,568.06,0.08333,12
C10271,2224.590946,0.81818,3183.00,3183.00,0.00,0.00,0.16667,0.16667,0.00000,0.00000,0,2,9000.00,3823.35,629.08,0.00000,12
C10272,2903.781184,1.00000,3014.23,1340.34,1673.89,103.61,1.00000,0.83333,1.00000,0.08333,1,93,4500.00,1350.37,655.63,0.00000,12
C10273,2041.480046,1.00000,7323.38,4944.88,2378.50,191.33,1.00000,0.83333,0.75000,0.08333,1,81,3000.00,3792.10,1737.89,0.08333,12
C10274,7755.698607,1.00000,8533.54,4072.76,4460.78,7540.31,1.00000,0.50000,0.83333,0.50000,12,72,10000.00,4758.21,7256.95,0.00000,6
C10275,614.263149,0.72727,408.93,74.80,334.13,0.00,0.50000,0.08333,0.50000,0.00000,0,10,9000.00,2161.15,312.34,0.00000,12
C10276,8097.334733,1.00000,3999.92,200.00,3799.92,0.00,1.00000,0.08333,1.00000,0.00000,0,14,7500.00,5624.07,9952.67,0.00000,12
C10277,1082.330270,1.00000,2980.46,657.78,2322.68,0.00,1.00000,0.50000,1.00000,0.00000,0,50,6000.00,1116.97,289.44,0.00000,12
C10278,2734.664120,1.00000,560.73,560.73,0.00,0.00,0.91667,0.91667,0.00000,0.00000,0,11,7500.00,717.80,670.05,0.00000,12
C10279,80.708806,1.00000,569.90,569.90,0.00,0.00,0.16667,0.16667,0.00000,0.00000,0,3,9500.00,634.00,92.01,0.08333,12
C10280,2554.525229,1.00000,6186.77,6099.08,87.69,1898.69,0.91667,0.75000,0.25000,0.08333,1,38,10950.00,11198.93,608.37,0.08333,12
C10281,535.947221,1.00000,4550.81,3016.98,1533.83,438.47,1.00000,0.91667,1.00000,0.08333,1,99,8500.00,4317.19,208.73,0.91667,12
C10282,3905.365959,1.00000,150.80,150.80,0.00,1659.20,0.16667,0.16667,0.00000,0.41667,5,2,7500.00,990.52,989.78,0.00000,12
C10283,156.278339,1.00000,1385.10,1005.10,380.00,0.00,1.00000,0.50000,0.75000,0.00000,0,21,14000.00,1280.47,193.37,0.83333,12
C10284,5131.319584,1.00000,32539.78,26547.43,5992.35,0.00,1.00000,1.00000,1.00000,0.00000,0,98,11500.00,26652.34,1971.13,0.08333,12
C10285,5265.763713,1.00000,410.24,44.71,365.53,15452.98,0.91667,0.08333,0.91667,0.33333,13,21,16500.00,12005.31,1055.55,0.08333,12
C10286,2.564117,0.18182,47.95,47.95,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,1500.00,294.51,86.25,0.00000,12
C10287,1873.084577,1.00000,126.57,126.57,0.00,181.14,0.25000,0.25000,0.00000,0.08333,1,4,2100.00,483.56,524.43,0.00000,12
C10288,32.124999,0.27273,380.89,380.89,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,5700.00,0.00,,0.00000,12
C10289,1473.495809,1.00000,414.00,0.00,414.00,0.00,0.75000,0.00000,0.66667,0.00000,0,9,10500.00,5863.94,570.25,0.50000,12
C10290,1504.827050,1.00000,2010.00,630.00,1380.00,1189.29,1.00000,0.16667,1.00000,0.08333,1,14,8500.00,859.83,479.83,0.00000,12
C10291,7645.108427,1.00000,4693.15,4332.65,360.50,0.00,0.50000,0.41667,0.33333,0.00000,0,12,13500.00,4786.65,1741.16,0.00000,12
C10292,1129.337580,1.00000,498.96,0.00,498.96,72.26,1.00000,0.00000,1.00000,0.08333,1,12,1000.00,829.51,1623.39,0.00000,12
C10293,668.956687,1.00000,224.20,148.12,76.08,0.00,0.58333,0.08333,0.41667,0.00000,0,9,9500.00,568.34,272.27,0.00000,12
C10294,2302.184366,1.00000,2856.57,922.84,1933.73,0.00,1.00000,0.25000,1.00000,0.00000,0,62,2500.00,2914.42,2173.68,0.00000,12
C10295,272.711518,0.81818,0.00,0.00,0.00,682.16,0.00000,0.00000,0.00000,0.08333,2,0,3000.00,2755.88,144.62,0.18182,12
C10296,4246.430225,1.00000,0.00,0.00,0.00,9270.41,0.00000,0.00000,0.00000,0.66667,16,0,7000.00,6010.53,1793.26,0.08333,12
C10297,2420.761135,1.00000,0.00,0.00,0.00,567.23,0.00000,0.00000,0.00000,0.08333,2,0,3000.00,871.71,609.21,0.00000,12
C10298,2935.324966,1.00000,409.63,351.87,57.76,1876.24,0.58333,0.58333,0.08333,0.25000,4,12,5000.00,580.14,1114.59,0.00000,12
C10299,83.148283,0.63636,843.34,843.34,0.00,0.00,0.50000,0.50000,0.00000,0.00000,0,17,6500.00,1024.27,122.85,0.50000,12
C10300,5469.851311,1.00000,0.00,0.00,0.00,512.79,0.00000,0.00000,0.00000,0.16667,3,0,6000.00,1362.97,2019.03,0.00000,12
C10301,280.142117,1.00000,2236.49,758.52,1477.97,0.00,1.00000,1.00000,0.66667,0.00000,0,34,10000.00,1986.84,233.61,1.00000,12
C10302,5790.930626,1.00000,464.51,399.41,65.10,2516.73,0.41667,0.25000,0.16667,0.16667,6,10,6000.00,1515.59,2092.92,0.00000,12
C10303,3605.714046,1.00000,1779.00,1779.00,0.00,0.00,0.16667,0.16667,0.00000,0.00000,0,2,5000.00,856.06,761.01,0.00000,12
C10304,3992.261885,1.00000,0.00,0.00,0.00,348.83,0.00000,0.00000,0.00000,0.58333,9,0,4000.00,1057.68,1229.82,0.00000,12
C10305,41.833264,1.00000,456.36,0.00,456.36,0.00,1.00000,0.00000,0.91667,0.00000,0,14,6000.00,371.00,163.29,0.33333,12
C10306,635.090434,0.81818,5758.71,2252.37,3506.34,0.00,0.75000,0.25000,0.75000,0.00000,0,48,2900.00,7943.57,197.42,1.00000,12
C10307,1521.168100,1.00000,245.98,245.98,0.00,2792.68,0.16667,0.16667,0.00000,0.25000,3,2,6000.00,2261.52,388.26,0.00000,12
C10308,5547.092593,1.00000,0.00,0.00,0.00,3298.96,0.00000,0.00000,0.00000,0.08333,2,0,12000.00,1786.14,1352.00,0.00000,12
C10309,2503.107213,1.00000,733.90,733.90,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,13,3000.00,1620.19,857.54,0.00000,12
C10310,191.450711,1.00000,1641.07,1641.07,0.00,380.97,0.66667,0.66667,0.00000,0.08333,1,15,500.00,1583.92,137.05,0.63636,12
C10311,3621.702040,1.00000,674.73,674.73,0.00,1684.96,0.25000,0.25000,0.00000,0.16667,8,12,4000.00,1139.06,1403.48,0.00000,12
C10312,2762.479434,1.00000,2702.47,1526.31,1176.16,0.00,1.00000,0.25000,1.00000,0.00000,0,27,11000.00,7596.77,1013.09,0.08333,12
C10313,4338.606862,1.00000,0.00,0.00,0.00,1817.57,0.00000,0.00000,0.00000,0.08333,4,0,8000.00,8019.80,964.12,0.00000,12
C10314,388.873921,0.72727,1579.15,1462.35,116.80,0.00,0.58333,0.50000,0.25000,0.00000,0,15,2700.00,451.60,199.96,0.00000,12
C10315,9261.310686,1.00000,0.00,0.00,0.00,8603.05,0.00000,0.00000,0.00000,0.41667,10,0,11000.00,1933.41,2576.55,0.00000,12
C10316,208.131845,1.00000,2161.38,451.50,1709.88,0.00,1.00000,0.16667,1.00000,0.00000,0,41,4500.00,2059.88,165.05,1.00000,12
C10317,169.088238,1.00000,1482.19,446.07,1036.12,0.00,1.00000,0.58333,0.66667,0.00000,0,26,6000.00,1289.57,173.69,0.66667,12
C10318,133.911556,1.00000,1446.05,544.45,901.60,0.00,1.00000,0.08333,1.00000,0.00000,0,16,3500.00,1364.12,186.24,0.83333,12
C10319,1613.349070,0.90909,0.00,0.00,0.00,1606.32,0.00000,0.00000,0.00000,0.18182,3,0,4500.00,312.43,648.14,0.00000,11
C10320,566.908563,1.00000,397.06,303.70,93.36,0.00,0.66667,0.16667,0.58333,0.00000,0,12,2100.00,0.00,,0.00000,12
C10321,53.208422,1.00000,498.17,459.02,39.15,0.00,0.91667,0.91667,0.08333,0.00000,0,14,15000.00,611.61,162.94,0.90909,12
C10322,1329.967543,1.00000,2009.12,1296.68,712.44,1763.79,1.00000,1.00000,1.00000,0.25000,10,36,2500.00,2715.97,956.33,0.00000,12
C10323,515.904786,1.00000,5359.02,2399.78,2959.24,0.00,1.00000,1.00000,1.00000,0.00000,0,60,6000.00,0.00,,0.00000,12
C10324,927.041961,1.00000,0.00,0.00,0.00,402.97,0.00000,0.00000,0.00000,0.33333,5,0,1000.00,719.97,339.55,0.00000,12
C10325,1872.767651,1.00000,0.00,0.00,0.00,3394.51,0.00000,0.00000,0.00000,0.16667,3,0,5500.00,1151.72,627.02,0.00000,12
C10326,185.396312,1.00000,0.00,0.00,0.00,842.46,0.00000,0.00000,0.00000,0.36364,7,0,1000.00,117.54,137.69,0.00000,11
C10327,4823.822993,0.85714,0.00,0.00,0.00,6481.30,0.00000,0.00000,0.00000,0.14286,4,0,7000.00,863.62,1148.63,0.00000,7
C10328,994.105777,1.00000,126.20,126.20,0.00,0.00,0.83333,0.83333,0.00000,0.00000,0,10,1950.00,314.30,417.29,0.00000,12
C10329,40.089221,1.00000,225.00,0.00,225.00,0.00,1.00000,0.00000,1.00000,0.00000,0,12,1500.00,325.58,286.12,0.16667,12
C10330,0.478714,0.09091,734.97,159.00,575.97,0.00,0.83333,0.08333,0.75000,0.00000,0,16,6000.00,1159.14,,0.00000,12
C10331,4732.373540,1.00000,14.95,0.00,14.95,2173.36,0.08333,0.00000,0.08333,0.41667,11,1,5700.00,1289.28,1172.29,0.00000,12
C10332,9206.811696,1.00000,874.98,350.00,524.98,4653.69,0.75000,0.08333,0.66667,0.33333,9,16,12500.00,2055.10,2199.08,0.00000,12
C10333,6719.376505,1.00000,0.00,0.00,0.00,2443.26,0.00000,0.00000,0.00000,0.33333,7,0,7500.00,1493.09,2488.98,0.00000,12
C10334,2233.074041,1.00000,445.20,445.20,0.00,0.00,0.16667,0.16667,0.00000,0.00000,0,4,8000.00,1042.99,579.59,0.00000,12
C10335,1867.649838,1.00000,0.00,0.00,0.00,3264.57,0.00000,0.00000,0.00000,0.66667,9,0,4500.00,476.16,401.97,0.00000,12
C10336,57.842746,1.00000,689.34,0.00,689.34,0.00,1.00000,0.00000,1.00000,0.00000,0,24,1500.00,453.84,148.28,0.33333,12
C10337,4194.033835,0.72727,2006.87,420.60,1586.27,0.00,0.66667,0.08333,0.66667,0.00000,0,26,21000.00,19714.10,1479.31,0.10000,12
C10338,2459.862339,1.00000,678.00,678.00,0.00,927.25,1.00000,1.00000,0.00000,0.25000,4,12,2500.00,1926.32,1933.17,0.00000,12
C10339,850.630114,1.00000,0.05,0.05,0.00,1700.63,0.08333,0.08333,0.00000,0.33333,7,1,1000.00,1084.28,367.41,0.00000,12
C10340,353.198215,1.00000,3085.69,3032.97,52.72,0.00,1.00000,1.00000,0.08333,0.00000,0,21,8500.00,2690.53,192.67,1.00000,12
C10341,2669.160638,1.00000,0.00,0.00,0.00,142.14,0.00000,0.00000,0.00000,0.16667,2,0,3000.00,642.78,1122.08,0.00000,12
C10342,92.440743,0.90909,1080.00,1080.00,0.00,0.00,0.75000,0.75000,0.00000,0.00000,0,12,6000.00,1077.06,169.01,1.00000,12
C10343,706.675991,1.00000,2721.16,2417.41,303.75,0.00,1.00000,0.50000,1.00000,0.00000,0,32,6500.00,4952.90,280.82,0.08333,12
C10344,361.319366,1.00000,3095.96,1383.56,1712.40,0.00,1.00000,0.91667,0.83333,0.00000,0,32,14000.00,4003.78,197.19,0.58333,12
C10345,2324.086254,0.90909,0.00,0.00,0.00,1600.76,0.00000,0.00000,0.00000,0.90909,13,0,2300.00,2147.89,2077.87,0.00000,11
C10346,2922.487907,1.00000,71.07,0.00,71.07,3595.16,0.25000,0.00000,0.16667,0.16667,9,3,9500.00,9226.75,797.25,0.00000,12
C10347,98.364739,0.18182,65.00,0.00,65.00,0.00,0.16667,0.00000,0.16667,0.00000,0,2,1200.00,718.79,53.66,0.00000,12
C10348,498.208616,1.00000,4786.61,4397.64,388.97,0.00,0.91667,0.83333,0.50000,0.00000,0,61,9000.00,3805.67,163.46,1.00000,12
C10349,16.933390,0.45455,174.42,0.00,174.42,0.00,0.33333,0.00000,0.25000,0.00000,0,5,2500.00,347.09,149.30,0.75000,12
C10350,3355.631092,1.00000,242.88,0.00,242.88,0.00,1.00000,0.00000,1.00000,0.00000,0,12,13500.00,6084.12,890.64,0.09091,12
C10351,907.982017,1.00000,216.94,216.94,0.00,1012.00,0.16667,0.16667,0.00000,0.16667,5,3,3200.00,222.02,300.21,0.00000,12
C10352,1132.386178,0.45455,2246.30,2246.30,0.00,14048.07,0.33333,0.33333,0.00000,0.41667,20,8,6000.00,32048.61,406.79,0.80000,12
C10353,1254.669100,1.00000,361.73,361.73,0.00,198.69,0.16667,0.16667,0.00000,0.08333,1,2,1500.00,535.61,432.69,0.00000,12
C10354,80.336636,0.60000,330.00,330.00,0.00,0.00,0.10000,0.10000,0.00000,0.00000,0,1,1800.00,345.33,85.30,0.00000,10
C10355,260.838885,1.00000,2854.11,1797.96,1056.15,0.00,1.00000,0.83333,0.91667,0.00000,0,51,9500.00,2437.33,176.28,1.00000,12
C10356,17.356961,0.45455,390.00,90.00,300.00,0.00,0.50000,0.08333,0.50000,0.00000,0,7,2000.00,302.45,74.67,0.00000,12
C10357,1897.672025,1.00000,422.18,422.18,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,12,5500.00,2961.63,440.31,0.00000,12
C10358,1032.241153,1.00000,1005.52,464.50,541.02,0.00,1.00000,0.50000,0.83333,0.00000,0,33,3000.00,1866.27,237.33,0.00000,12
C10359,3536.601227,1.00000,2132.93,959.10,1173.83,5340.02,1.00000,0.33333,1.00000,0.75000,20,74,11000.00,8251.15,834.03,0.00000,12
C10360,21.580264,0.90909,284.72,0.00,284.72,0.00,0.66667,0.00000,0.66667,0.00000,0,16,5000.00,344.16,155.79,0.80000,12
C10361,4211.539631,1.00000,0.00,0.00,0.00,455.58,0.00000,0.00000,0.00000,0.08333,1,0,10500.00,1288.29,1164.18,0.00000,12
C10362,1732.715258,1.00000,3244.16,2480.85,763.31,0.00,1.00000,0.66667,0.50000,0.00000,0,29,11500.00,5674.19,563.83,0.00000,12
C10364,8939.461145,1.00000,2490.17,905.17,1585.00,5309.95,0.50000,0.16667,0.41667,0.50000,11,8,9500.00,3957.02,4951.59,0.00000,12
C10365,36.567901,0.09091,1098.31,1098.31,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,4800.00,0.00,,0.00000,12
C10366,41.754778,0.18182,636.15,636.15,0.00,0.00,0.16667,0.16667,0.00000,0.00000,0,5,8500.00,918.41,57.15,0.18182,12
C10367,1937.246177,1.00000,3018.93,1702.62,1316.31,0.00,1.00000,1.00000,1.00000,0.00000,0,99,5000.00,3909.84,444.12,0.16667,12
C10368,99.955082,1.00000,1222.97,202.97,1020.00,0.00,1.00000,0.25000,1.00000,0.00000,0,16,19500.00,1142.08,185.66,1.00000,12
